X,Y,Z,x,y,z,w
1.3473105263157896,0.06435379501385043,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3491894736842105,0.06353752077562327,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3510684210526316,0.06272124653739612,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3529473684210527,0.06190497229916898,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3548263157894738,0.061088698060941825,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3567052631578949,0.06027242382271468,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3585842105263157,0.059456149584487535,-0.09536,0.29518,0.79266,0.19416,0.49685
1.360463157894737,0.05863987534626039,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3623421052631581,0.05782360110803324,-0.09536,0.29518,0.79266,0.19416,0.49685
1.364221052631579,0.0570073268698061,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3661,0.05619105263157895,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3661,0.05619105263157895,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3642210526315792,0.05537477839335181,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3623421052631581,0.05455850415512465,-0.09536,0.29518,0.79266,0.19416,0.49685
1.360463157894737,0.053742229916897505,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3585842105263157,0.05292595567867036,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3567052631578949,0.052109681440443215,-0.09536000000000001,0.29518,0.79266,0.19416,0.49685
1.3548263157894738,0.05129340720221606,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3529473684210527,0.05047713296398892,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3510684210526316,0.04966085872576177,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3491894736842107,0.04884458448753463,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3473105263157894,0.04802831024930748,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3454315789473685,0.04721203601108033,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3435526315789474,0.046395761772853185,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3416736842105264,0.04557948753462604,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3397947368421053,0.04476321329639889,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3379157894736844,0.04394693905817174,-0.09536,0.29518,0.79266,0.19416,0.49685
1.336036842105263,0.0431306648199446,-0.09536,0.29518,0.79266,0.19416,0.49685
1.334157894736842,0.04231439058171745,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3322789473684211,0.0414981163434903,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3304,0.040681842105263155,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3304,0.040681842105263155,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3322789473684213,0.03986556786703601,-0.09536,0.29518,0.79266,0.19416,0.49685
1.334157894736842,0.039049293628808865,-0.09536,0.29518,0.79266,0.19416,0.49685
1.336036842105263,0.03823301939058171,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3379157894736844,0.03741674515235457,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3397947368421053,0.03660047091412742,-0.09536000000000001,0.29518,0.79266,0.19416,0.49685
1.3416736842105264,0.03578419667590027,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3435526315789472,0.034967922437673125,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3454315789473685,0.03415164819944598,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3473105263157896,0.033335373961218835,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3491894736842105,0.03251909972299169,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3510684210526316,0.03170282548476454,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3529473684210527,0.030886551246537393,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3548263157894738,0.030070277008310244,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3567052631578949,0.029254002770083096,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3585842105263157,0.02843772853185595,-0.09536,0.29518,0.79266,0.19416,0.49685
1.360463157894737,0.027621454293628805,-0.09536,0.29518,0.79266,0.19416,0.49685
1.3623421052631581,0.026805180055401657,-0.09536,0.29518,0.79266,0.19416,0.49685
1.364221052631579,0.02598890581717451,-0.09536,0.29518,0.79266,0.19416,0.49685
